volumes_gm,areas_gm,volumes_wm,areas_wm,areas_exp,cor_pial,cor_exp,res
522696.506379827,113767.109375,266236.00410797016,102446.515625,44846.6484375,0.0,0.0,0.06311888281741312
523034.97190877324,114926.125,265501.5464559689,104689.796875,44864.82421875,0.0,0.0,0.07415822109269338
523308.5882466825,114475.109375,264668.2577052563,103202.28125,44871.046875,0.0,0.0,0.08712831264047052
523700.5467710182,113917.8828125,263708.96086425096,103035.828125,44873.66015625,0.0,0.0,0.10236684148729576
524143.7571013658,113281.3203125,262589.8469494568,102862.1796875,44873.7734375,0.0,0.0,0.12027055177030621
524665.7869358595,112585.703125,261278.68961956236,102678.2109375,44874.296875,0.0,0.0,0.14125
525317.7463334426,112385.4765625,259735.57449256827,102463.1328125,44887.765625,0.0,0.0,0.16596
526029.2234657893,111560.15625,257921.9402675299,102217.8828125,44893.5234375,0.0,0.0,0.19498
526914.506004574,110935.1640625,255813.8514291876,101931.0546875,44898.0078125,0.0,0.0,0.22909
527896.4184833465,110017.0234375,253310.10448305344,101608.5078125,44906.98828125,0.0,0.0,0.26915
529003.3679652103,109000.3828125,250401.34677393778,101201.8125,44908.23046875,0.0,0.0,0.31623
530321.1204725378,107861.59375,246973.1884270398,100691.59375,44910.01171875,0.0,0.0,0.37154
531768.7234070813,106574.78125,242980.15230046798,100003.7734375,44920.67578125,0.0,0.0,0.43652
533581.229642625,105085.578125,238278.8124282091,99184.7890625,44915.17578125,0.0,0.0,0.51286
535617.6878826355,103298.5390625,232781.8648589344,97924.4609375,44916.75390625,0.0,0.0,0.60256
537865.8843377748,101135.5234375,226387.94693047594,96290.4453125,44915.01171875,0.0,0.0,0.70795
540653.8591046066,98351.421875,218874.661245093,93791.1171875,44920.38671875,0.0,0.0,0.83176
543914.5443617486,94731.9140625,209597.41468421632,89757.625,44886.7890625,0.0,0.0,0.97724
548374.0708390032,89932.234375,199089.97884958916,83872.953125,44900.08203125,0.0,0.0,1.1482
553355.0589852572,83453.3203125,187256.8839481101,76312.59375,44885.09375,0.0,0.0,1.349
558422.8646874585,76428.015625,173592.97320066724,66884.03125,44783.76171875,0.0,0.0,1.5849
563244.9712433729,69370.4609375,159766.10206791936,57621.3203125,44707.2421875,0.0,0.0,1.8621
567879.1165502956,62778.4609375,145465.97789088305,47902.640625,44679.7109375,0.0,0.0,2.1878
573751.345383098,57595.05859375,131728.16352211992,40104.40234375,44564.26953125,0.0,0.0,2.5704
576023.4411181535,53207.140625,118510.17279216519,33256.25,44251.0,0.0,0.0,3.02
574876.597892154,50706.890625,105928.59342092996,27258.00390625,43915.76953125,0.0,0.0,3.5481
576916.4168308759,47763.55859375,91677.79936048413,23071.515625,43639.57421875,0.0,0.0,4.1687
574155.2156342443,46466.40234375,81300.23198535819,18454.732421875,43220.71875,0.0,0.0,4.8978
570523.778344973,44435.92578125,71037.65064652775,16093.2275390625,42624.74609375,0.0,0.0,5.7544
566517.7151606631,42727.9375,56826.911996644194,12293.375,41849.6484375,0.0,0.0,6.7608
534326.2234661212,40531.515625,50410.42380544194,9920.5146484375,40808.1328125,0.0,0.0,7.9433
554126.1698844853,39651.9140625,50986.53040379516,10905.00390625,40209.359375,0.0,0.0,9.3325
