volumes_gm,areas_gm,volumes_wm,areas_wm,areas_exp,cor_pial,cor_exp,res
3284.199736459692,2113.4033203125,1125.2308123506232,1278.33447265625,1455.04345703125,0.0,0.0,0.04572558847269344
3290.8384069260164,2079.015625,1119.241274701876,1276.73876953125,1455.2760009765625,0.0,0.0,0.053722882094738675
3295.0476601497858,2033.852294921875,1111.4446646257861,1273.562255859375,1455.522216796875,0.0,0.0,0.06311888281741312
3303.0795763184883,1978.4681396484375,1103.3284990589561,1270.3157958984375,1455.90478515625,0.0,0.0,0.07415822109269338
3308.736004188065,1911.299560546875,1093.6044361544118,1266.731201171875,1455.041748046875,0.0,0.0,0.08712831264047052
3314.912144492213,1842.7945556640625,1081.9362429610228,1261.9056396484375,1455.888671875,0.0,0.0,0.10236684148729576
3331.6963396939327,1779.6390380859375,1068.101025495082,1257.054443359375,1457.14453125,0.0,0.0,0.12027055177030621
3337.449229337866,1721.0191650390625,1053.0668023850837,1251.1922607421875,1456.33203125,0.0,0.0,0.14125
3343.107382809688,1674.69580078125,1032.9923388516888,1245.3128662109375,1456.6148681640625,0.0,0.0,0.16596
3343.378767394616,1640.6220703125,1010.1018494337293,1229.215087890625,1456.1878662109375,0.0,0.0,0.19498
3371.0719046777776,1607.5908203125,985.9417339680582,1214.546630859375,1458.235107421875,0.0,0.0,0.22909
3398.7747647680576,1586.479248046875,952.1612515978477,1182.3380126953125,1459.665283203125,0.0,0.0,0.26915
3413.633660983275,1563.4454345703125,918.1983742831763,1133.2071533203125,1463.458740234375,0.0,0.0,0.31623
3417.903047802169,1542.97802734375,874.6118121771564,1051.6075439453125,1463.2783203125,0.0,0.0,0.37154
3425.795850937403,1515.4117431640625,828.449440131576,970.6713256835938,1459.2747802734375,0.0,0.0,0.43652
3444.130715114389,1501.5787353515625,776.0990621930355,877.9913940429688,1461.4312744140625,0.0,0.0,0.51286
3452.3935749081425,1487.4945068359375,714.2946383471046,783.714111328125,1459.5079345703125,0.0,0.0,0.60256
3452.988532292728,1469.411376953125,664.6266493957105,702.1956176757812,1457.033203125,0.0,0.0,0.70795
3459.559796426818,1448.1497802734375,605.8342053709171,632.5060424804688,1450.050048828125,0.0,0.0,0.83176
3339.417768544341,1408.114501953125,512.5614048264148,530.0140380859375,1417.5081787109375,0.0,0.0,0.97724
3369.8384145383666,1393.2117919921875,459.3933058785134,462.29449462890625,1412.7239990234375,0.0,0.0,1.1482
3359.034608160485,1369.8013916015625,377.06134655095644,349.50750732421875,1398.5859375,0.0,0.0,1.349
3294.285469517136,1332.39453125,312.3695483454393,307.4064636230469,1365.6751708984375,0.0,0.0,1.5849
3056.7009635269314,1260.5404052734375,275.6656285006152,280.6917419433594,1292.387939453125,0.0,0.0,1.8621
2856.2282121117714,1196.0704345703125,158.3481105412383,181.80015563964844,1228.7508544921875,0.0,0.0,2.1878
2576.243547640723,1136.286376953125,77.8025666288306,119.72003173828125,1170.888916015625,0.0,0.0,2.5704
2554.875329512835,1076.8143310546875,80.64766257947328,102.89978790283203,1101.8211669921875,0.0,0.0,3.02
